Landmarker_1NN,Landmarker_dt,Landmarker_gnb,Landmarker_lda,class_entropy,dataset_ratio,equiv_nr_feat,kurtosis_max,kurtosis_mean,kurtosis_min,kurtosis_q1,kurtosis_q3,kurtosis_std,labels_mean,labels_std,log_nr_features,log_nr_instances,mi_max,mi_mean,mi_min,mi_std,missing_val,noise_signal_ratio,norm_entropy_max,norm_entropy_mean,norm_entropy_min,norm_entropy_std,nr_categorical_features,num_imput_type,prob_max,prob_mean,prob_min,prob_std,rho_max,rho_mean,rho_min,rho_std,skew_max,skew_mean,skew_min,skew_q1,skew_q3,skew_std,dataset
0.210893971,0.205890375,0.251957656,0.240604911,2.399853269,0.090659341,65.47730029,3.040693724,0.292203403,-0.813441458,-0.530301073,0.577822271,1.108443709,0,0,3.496507561,5.897153868,0.058651508,0.036651683,0.016837,0.010025352,202,5.19363612,0.259096854,0.227007189,0.172629992,0.026215025,0,mean,0.315934066,0.166666667,0.057692308,0.083669771,0.785642647,0.129231815,0.000349194,0.110543287,1.713394716,0.592694741,0.004694752,0.111299912,0.799948863,0.538283396,analcatdata_marketing.csv
0.225873397,0.246873856,0.258399371,0.318351682,2.167916662,0.090659341,82.21342277,3.036372951,0.290596345,-0.812687215,-0.530301073,0.577822271,1.10815735,0,0,3.496507561,5.897153868,0.043842509,0.026369376,0.008345344,0.008190701,202,7.414151123,0.259096854,0.221875915,0.167212965,0.025619087,0,median,0.373626374,0.2,0.085164835,0.094999349,0.785084897,0.128949953,4.06E-05,0.110391263,1.716222674,0.594219734,0.003696118,0.111299912,0.8012065,0.538003153,analcatdata_marketing.csv
0.222287923,0.274128663,0.291283713,0.314180845,2.167916662,0.090659341,82.23417004,3.036372951,0.289976157,-0.817155936,-0.530301073,0.577822271,1.108380123,0,0,3.496507561,5.897153868,0.043842509,0.026362723,0.008345344,0.008287153,202,7.414976646,0.259096854,0.2218417,0.167212965,0.0256077,0,mode,0.373626374,0.2,0.085164835,0.094999349,0.785084897,0.128684343,4.06E-05,0.110334956,1.716222674,0.594659227,0.003696118,0.111299912,0.8012065,0.538290235,analcatdata_marketing.csv
0.387387752,0.421374147,0.244997356,0.497771912,1.536689625,0.023746702,459.3520205,0,0,0,0,0,0,44.77777778,118.1653999,2.197224577,5.937536205,0.054614306,0.003345342,0.000149889,0.003955774,0,0.964107056,0.105144197,0.00657061,0.003082316,0.015784575,9,,0.453825858,0.333333333,0.248021108,0.087624726,0,0,0,0,0,0,0,0,0,0,analcatdata_reviewer.csv
0.883464333,0.957129352,0.968984145,0.969097588,0.686375617,25.97862233,28.74611618,420.930968,28.78186264,-0.276090912,3.547947983,25.22601579,57.79279286,2,0,9.299906815,6.042632834,0.31464812,0.02387716,0.000480422,0.026369823,0,7.688293006,0.349885083,0.207451763,0.002767919,0.081580719,1,,0.817102138,0.5,0.182897862,0.317102138,0.999982775,0.103304396,1.79E-09,0.089098224,20.51577317,3.325953056,0.004008508,1.423213654,3.941373236,3.219237343,AP_Breast_Omentum.csv
0.987979094,0.995180023,0.997619048,0.990418118,0.650958593,26.48184019,12.01505554,412.9284134,26.23919293,-0.498634135,3.378784491,22.94727477,52.7274479,2,0,9.299906815,6.023447593,0.421426114,0.054178575,0.000443218,0.060377878,0,2.881662867,0.349400136,0.210302965,0.002822801,0.080470681,1,,0.832929782,0.5,0.167070218,0.332929782,0.999981973,0.114543258,1.07E-09,0.098491739,20.31977189,3.180819927,0.003883754,1.379427667,3.767875358,3.035588632,AP_Breast_Prostate.csv
0.952573099,0.898187135,0.942076023,0.935643275,0.911000086,58.48663102,14.99457949,186.8309531,16.66057101,-1.397620757,2.230389866,16.9627573,27.79083573,2,0,9.299906815,5.231108617,0.410540582,0.060755294,0.001391,0.052859469,0,3.397612624,0.412385623,0.267178248,0.006367123,0.094458739,1,,0.673796791,0.5,0.326203209,0.173796791,0.999160861,0.117971108,4.65E-09,0.098030468,13.66561495,2.700199933,0.004573753,1.162546568,3.366508773,2.335210291,AP_Endometrium_Lung.csv
0.992307692,0.984615385,0.992307692,0.984615385,0.997266543,84.13076923,7.256476086,129.8550129,10.23197476,-1.721675746,1.190132277,10.13456372,18.37792719,2,0,9.299906815,4.86753445,0.651875368,0.137431245,2.96E-05,0.115497337,0,1.33061571,0.463714972,0.320299419,0.009266543,0.094551584,1,,0.530769231,0.5,0.469230769,0.030769231,0.999416412,0.1653452,9.97E-09,0.130129401,11.39233045,2.12245277,0.002937854,0.92350645,2.634881629,1.86087749,AP_Endometrium_Prostate.csv
0.717660819,0.762953216,0.600087719,0.699649123,0.914650001,59.11891892,32.93130473,184.6189552,15.24007495,-0.941831916,1.933607255,15.09471952,26.70910718,2,0,9.299906815,5.220355825,0.296425032,0.027774484,0.002169783,0.015278815,0,8.967425948,0.420723973,0.276840114,0.00643805,0.094431882,1,,0.67027027,0.5,0.32972973,0.17027027,0.999054702,0.120713466,5.41E-09,0.100185387,13.58067757,2.533457264,0.000899735,1.068292825,3.161751177,2.270505266,AP_Endometrium_Uterus.csv
0.896166667,0.909307692,0.920217949,0.92725641,0.999953833,43.748,19.23584763,249.7418695,20.05986969,-1.296150458,2.506856823,19.40761089,35.65294201,2,0,9.299906815,5.521460918,0.382879332,0.051983872,1.06E-06,0.046203767,0,3.688991214,0.388853181,0.243751917,0.004722995,0.091115882,1,,0.504,0.5,0.496,0.004,0.999062474,0.11402981,2.12E-09,0.095626303,15.79924775,2.884040059,0.002412583,1.217234346,3.552333094,2.618568372,AP_Lung_Uterus.csv
0.974473684,0.948625731,0.974181287,0.979181287,0.937456171,56.08717949,8.337848007,194.7939352,15.83344454,-1.203001386,1.884481605,14.46849934,28.79725912,2,0,9.299906815,5.272999559,0.60034183,0.112433828,0.00224681,0.101458443,0,1.400088421,0.414551603,0.269851129,0.006098248,0.091215755,1,,0.646153846,0.5,0.353846154,0.146153846,0.999198943,0.145493024,1.47E-09,0.119115818,13.95327951,2.571511924,0.003474459,1.115241035,3.087297162,2.343694505,AP_Prostate_Lung.csv
0.624104084,0.732837066,0.683238911,0.635120773,0.994895566,0.581858407,47.70086506,452,84.54159927,-1.966579865,3.347319814,109.226697,127.3682285,2,0,5.572154032,6.11368218,0.078208817,0.020856971,1.58E-05,0.018437424,816,5.376783997,0.338620332,0.1330004,0.002573864,0.110394001,1,mean,0.542035398,0.5,0.457964602,0.042035398,1,0.088952584,6.89E-19,0.119461719,21.26029163,6.106533375,0.004172344,0.692404555,10.52346939,6.502471042,arrhythmia.csv
0.639855072,0.747360562,0.681752306,0.648153272,0.994895566,0.581858407,47.73546803,452,84.54907275,-1.966579865,3.347319814,109.226697,127.3636405,2,0,5.572154032,6.11368218,0.078208817,0.020841852,1.58E-05,0.018418962,816,5.380975549,0.338620332,0.132991349,0.002573864,0.110391673,1,median,0.542035398,0.5,0.457964602,0.042035398,1,0.08897405,7.27E-18,0.119463361,21.26029163,6.112713552,0.004172344,0.703260064,10.52346939,6.497943452,arrhythmia.csv
0.632891963,0.79414361,0.670338164,0.628353096,0.994895566,0.581858407,47.69612837,452,84.54499107,-1.966579865,3.347319814,109.226697,127.366125,2,0,5.572154032,6.11368218,0.078208817,0.020859042,1.58E-05,0.018439617,816,5.374309489,0.338620332,0.132961992,0.002573864,0.110394941,1,mode,0.542035398,0.5,0.457964602,0.042035398,1,0.088939854,7.27E-18,0.11942611,21.26029163,6.114637493,0.004172344,0.703260064,10.52346939,6.496826968,arrhythmia.csv
0.960702894,0.955279676,0.978564593,0.975088289,0.255585567,0.008944544,7.367510725,105.0211649,25.38757467,-1.214406572,-1.204578625,25.46392344,45.97651728,2,0,1.609437912,6.326149473,0.067173073,0.034690898,0.008176428,0.02318155,0,6.543973809,0.36310634,0.26170723,0.020797687,0.140666005,1,,0.95706619,0.5,0.04293381,0.45706619,0.972091214,0.284550706,6.70E-18,0.351017594,9.625987907,2.516857719,0,0,2.737579203,4.108412831,arsenic-male-bladder.csv
0.885102579,0.96027668,0.912215321,0.911622436,0.814765885,0.309734513,63.39354126,0,0,0,0,0,0,2.228571429,0.740104791,4.248495242,5.420534999,0.294339204,0.012852506,5.11E-07,0.035040338,0,1.608514031,0.127874311,0.033525943,0.005239269,0.036741376,70,,0.747787611,0.5,0.252212389,0.247787611,0,0,0,0,0,0,0,0,0,0,audiology.csv
0.863658009,0.98,0.885909091,0.907510823,0.973732646,0.126829268,14.32382261,13.71486634,1.76678825,-1.945953301,-0.082894853,2.174470832,3.561633086,5.888888889,6.099989881,3.258096538,5.323009979,0.385219781,0.067979943,0.000147859,0.104919267,114,0.669871833,0.38723931,0.113517792,0.005792218,0.124650725,9,mean,0.595121951,0.5,0.404878049,0.095121951,0.971337042,0.340871005,0.005200705,0.270549224,2.817459025,0.903671251,0.020210711,0.211072272,1.050213776,0.85644471,autoHorse.csv
0.877748918,0.970692641,0.889329004,0.917056277,0.973732646,0.126829268,14.33139611,13.71486634,1.773570246,-1.947436822,-0.082894853,2.17811411,3.561862,5.888888889,6.099989881,3.258096538,5.323009979,0.385219781,0.067944019,0.000147859,0.104976859,114,0.66856078,0.38723931,0.113368725,0.005792218,0.124608813,9,median,0.595121951,0.5,0.404878049,0.095121951,0.971337042,0.339005274,0.003389376,0.271740486,2.817459025,0.912926445,0.024510547,0.211072272,1.050213776,0.856551341,autoHorse.csv
0.877987013,0.975692641,0.884805195,0.912510823,0.973732646,0.126829268,14.3822571,13.71486634,1.651855831,-1.947436822,-0.353006715,2.158515964,3.59785225,5.888888889,6.099989881,3.258096538,5.323009979,0.385219781,0.067703744,0.000147859,0.103896643,114,0.675747997,0.38723931,0.113454413,0.005792218,0.124764377,9,mode,0.595121951,0.5,0.404878049,0.095121951,0.971337042,0.346842639,0.001258757,0.265384939,2.817459025,0.86621605,0.019526297,0.209567359,1.050213776,0.871490096,autoHorse.csv
0.851842105,0.899473684,0.881710526,0.894210526,0.998177694,0.020100503,3.683037957,0.753509097,-0.533515757,-1.376662176,-0.999414283,-0.163549873,0.744955807,2,0,2.079441542,5.986452005,0.417994779,0.271020203,0.069695338,0.128802072,12,0.074485967,0.375395679,0.291207405,0.153689191,0.080048871,1,mean,0.525125628,0.5,0.474874372,0.025125628,0.95072139,0.56390408,0.180662195,0.243685568,1.095552481,0.583895634,0.011534594,0.402849195,0.821710732,0.342776802,autoMpg.csv
0.846973684,0.902236842,0.887105263,0.894736842,0.998177694,0.020100503,3.672252173,0.763583267,-0.53207659,-1.376662176,-0.999414283,-0.163549873,0.747446366,2,0,2.079441542,5.986452005,0.417994779,0.271816217,0.069695338,0.129127159,12,0.070065304,0.375395679,0.290861103,0.153689191,0.079934912,1,median,0.525125628,0.5,0.474874372,0.025125628,0.95072139,0.564341414,0.180662195,0.244085844,1.106224293,0.585420179,0.011534594,0.402849195,0.821710732,0.345065166,autoMpg.csv
0.856842105,0.874078947,0.881973684,0.894473684,0.998177694,0.020100503,3.721583452,0.55227091,-0.562264069,-1.376662176,-0.999414283,-0.163549873,0.697078448,2,0,2.079441542,5.986452005,0.417994779,0.26821317,0.069695338,0.127886568,12,0.085648093,0.375395679,0.291185116,0.153689191,0.080041271,1,mode,0.525125628,0.5,0.474874372,0.025125628,0.95072139,0.55955604,0.180662195,0.24025694,1.033002908,0.574959981,0.011534594,0.402849195,0.821710732,0.329895491,autoMpg.csv
0.687844612,0.833897243,0.780538847,0.834611529,0.911653998,0.126829268,38.76748421,5.305682092,1.441396054,-0.785040284,0.02195829,2.42632654,1.868721339,5.636363636,5.645154435,3.258096538,5.323009979,0.120758658,0.023515944,3.62E-07,0.030877926,114,3.518117544,0.38723931,0.1062478,0.005792218,0.121640733,11,mean,0.673170732,0.5,0.326829268,0.173170732,0.971337042,0.39470922,0.005200705,0.284349214,2.610862458,0.898692434,0.020210711,0.34797548,1.223988452,0.736898513,autos.csv
0.683032581,0.879235589,0.780726817,0.81585213,0.911653998,0.126829268,38.72789424,5.305682092,1.449646924,-0.785371934,0.020995403,2.431640972,1.870678679,5.636363636,5.645154435,3.258096538,5.323009979,0.120758658,0.023539984,3.62E-07,0.03091689,114,3.513006483,0.38723931,0.106236099,0.005792218,0.121621168,11,median,0.673170732,0.5,0.326829268,0.173170732,0.971337042,0.39268015,0.005467732,0.285945464,2.610862458,0.908464472,0.024510547,0.34797548,1.226827403,0.738317839,autos.csv
0.673220551,0.862681704,0.73160401,0.815325815,0.911653998,0.126829268,38.91499352,5.305682092,1.308909711,-0.857110302,-0.06287431,2.40088533,1.921537204,5.636363636,5.645154435,3.258096538,5.323009979,0.120758658,0.023426806,3.62E-07,0.03084667,114,3.538007443,0.38723931,0.106311019,0.005792218,0.121765319,11,mode,0.673170732,0.5,0.326829268,0.173170732,0.971337042,0.403224398,0.001258757,0.275879197,2.610862458,0.855313875,0.019526297,0.182760565,1.225236278,0.757189552,autos.csv
0.795372897,0.987731603,0.299984392,0.506922002,2.643874334,0.000527148,45.62389422,16058.99775,1812.574098,2.538962008,8.579718653,283.5070775,4763.552135,12,0,2.397895273,9.945924243,0.291565943,0.057949335,8.52E-05,0.08468442,0,-0.06646226,0.145689097,0.054097891,0.000105481,0.045014654,1,,0.41079216,0.083333333,0.000479226,0.110623357,0.806489868,0.163855025,0.000424567,0.169969395,119.2303953,15.52928895,0.493231174,1.294730577,5.566229901,34.80568946,avila-tr.csv
0.966818182,0.880238095,0.88978355,0.890021645,0.941725863,0.043062201,6.778972896,24.09734465,7.25369971,-1.031059901,0.705198178,9.983167811,9.470121621,2,0,2.197224577,5.342334252,0.22657082,0.138918665,0.017101212,0.06859764,30,1.074308439,0.415620192,0.288160159,0.111032832,0.099093535,1,mean,0.641148325,0.5,0.358851675,0.141148325,0.745451592,0.203794833,0.008501674,0.183734199,4.392481025,1.779478307,0.11655906,0.332148806,2.595748362,1.580873668,biomed.csv
0.957056277,0.856190476,0.89525974,0.899588745,0.941725863,0.043062201,6.778972896,24.09734465,7.25673827,-1.031059901,0.705942239,9.983167811,9.46914004,2,0,2.197224577,5.342334252,0.22657082,0.138918665,0.017101212,0.06859764,30,1.074308439,0.415620192,0.288160159,0.111032832,0.099093535,1,median,0.641148325,0.5,0.358851675,0.141148325,0.745451592,0.204191498,0.008501674,0.184892294,4.392481025,1.782539917,0.11655906,0.33375742,2.595748362,1.580334881,biomed.csv
0.970454545,0.900238095,0.89978355,0.890952381,0.941725863,0.043062201,6.688823264,24.09734465,7.207251631,-1.031059901,0.425204714,9.983167811,9.500575952,2,0,2.197224577,5.342334252,0.22657082,0.140790962,0.017101212,0.067521446,30,1.05182169,0.415620192,0.28887795,0.111032832,0.099381527,1,mode,0.641148325,0.5,0.358851675,0.141148325,0.745451592,0.217165328,0.008501674,0.179314254,4.392481025,1.781574692,0.11655906,0.344114113,2.595748362,1.579102809,biomed.csv
0.69376597,0.707035424,0.757558072,0.800818815,0.774781761,0.02184466,40.4312599,13.00975158,3.531103215,-0.27742405,0.661533856,4.033333885,4.302435066,2,0,2.197224577,6.021023349,0.060201251,0.019162939,0.005100179,0.016935071,192,9.597871803,0.350655553,0.203086369,0.076955336,0.079481927,1,mean,0.77184466,0.5,0.22815534,0.27184466,0.852610051,0.129825827,0.023575864,0.176660023,3.081769682,1.410395553,0.610744907,0.838952361,1.760281166,0.754923996,braziltourism.csv
0.698646922,0.703527875,0.764102787,0.793501742,0.774781761,0.02184466,40.60770058,12.99406395,3.542946341,-0.276765295,0.661287895,4.041790804,4.30622657,2,0,2.197224577,6.021023349,0.060201251,0.019079676,0.005207701,0.016989939,192,9.542524434,0.350655553,0.201147948,0.076955336,0.079081004,1,median,0.77184466,0.5,0.22815534,0.27184466,0.846183107,0.129496299,0.02369115,0.175650417,3.083031797,1.424312559,0.612024487,0.840553474,1.76985703,0.754357654,braziltourism.csv
0.679311847,0.733214286,0.759753194,0.803260743,0.774781761,0.02184466,40.77235107,12.99406395,3.465287509,-0.277712912,0.661011042,3.921789805,4.252945781,2,0,2.197224577,6.021023349,0.059482969,0.019002627,0.005207701,0.016767612,192,9.580072567,0.350643951,0.201049168,0.076955336,0.079053186,1,mode,0.77184466,0.5,0.22815534,0.27184466,0.851521514,0.131195484,0.022537754,0.175160567,3.083031797,1.411886013,0.613598419,0.841332437,1.731470828,0.740726783,braziltourism.csv
0.703636364,0.768484848,0.661060606,0.830151515,0.977134029,0.121495327,64.42980123,5.619573054,1.482757446,-0.909772645,-0.499816744,2.593188878,2.561991534,14.44444444,32.7316059,2.564949357,4.672828834,0.240239769,0.015165871,0.00208381,0.030566399,84,1.419974943,0.478409544,0.036701027,0.011336448,0.07292194,9,mean,0.588785047,0.5,0.411214953,0.088785047,0.628310686,0.216380136,0.022876891,0.192253432,1.986239443,0.909085978,0.110782935,0.152262458,1.526484288,0.800784608,bridges.csv
0.676969697,0.788484848,0.659393939,0.820909091,0.977134029,0.121495327,63.67509586,5.934170671,1.589890052,-0.90951384,-0.499752043,2.757093784,2.690070611,14.44444444,32.7316059,2.564949357,4.672828834,0.240239769,0.015345623,0.00208381,0.030869364,84,1.344421516,0.477922139,0.035976609,0.011336448,0.070875874,9,median,0.588785047,0.5,0.411214953,0.088785047,0.574798851,0.211917858,0.042503062,0.168868685,2.181527643,0.992880768,0.110782935,0.154047933,1.678439083,0.885834768,bridges.csv
0.672121212,0.821818182,0.688484848,0.833636364,0.977134029,0.121495327,64.11542722,5.194243394,1.404849798,-0.909747579,-0.499810477,2.572111965,2.394197015,14.44444444,32.7316059,2.564949357,4.672828834,0.240239769,0.015240233,0.00208381,0.030673193,84,1.349983752,0.477922139,0.035814299,0.011336448,0.07023535,9,mode,0.588785047,0.5,0.411214953,0.088785047,0.574798851,0.220446582,0.100001567,0.162939159,2.106855479,0.97471926,0.110782935,0.155567531,1.659771042,0.860554359,bridges.csv
0.712056419,0.824853033,0.590129769,0.716274681,1.327942365,0.022167488,181.3624206,0.594328135,-0.565635552,-1.411218009,-0.915740868,-0.252047832,0.66436138,312,0,2.197224577,6.00635316,0.325842739,0.007322037,0.001157038,0.032120269,28,0.424656634,0.37299379,0.010431389,0.002872624,0.046873813,1,mean,0.625615764,0.333333333,0.179802956,0.20676293,0.951787039,0.595017744,0.187655898,0.223634781,1.041748086,0.549131901,0.020911503,0.40375792,0.75369717,0.316758311,cars.csv
0.721510096,0.822591128,0.573352988,0.726705307,1.327942365,0.022167488,181.6544306,0.603511437,-0.564235758,-1.411218009,-0.915740868,-0.250536544,0.666409172,312,0,2.197224577,6.00635316,0.325842739,0.007310267,0.001157038,0.032052098,28,0.425978836,0.37299379,0.010424286,0.002872624,0.04682707,1,median,0.625615764,0.333333333,0.179802956,0.20676293,0.951787039,0.595611584,0.187655898,0.224002618,1.051585009,0.550847139,0.020911503,0.406671652,0.75369717,0.31854876,cars.csv
0.706864111,0.85753931,0.598951577,0.702959886,1.327942365,0.022167488,182.7046853,0.411890084,-0.596486215,-1.411218009,-0.915740868,-0.300323268,0.624903988,312,0,2.197224577,6.00635316,0.325842739,0.007268245,0.001157038,0.031795981,28,0.43480833,0.37299379,0.010428538,0.002872624,0.046853886,1,mode,0.625615764,0.333333333,0.179802956,0.20676293,0.951787039,0.592885978,0.187655898,0.22075725,0.982913443,0.54282741,0.020911503,0.410056952,0.75369717,0.305463714,cars.csv
0.801997136,0.924803813,0.871401286,0.857193253,0.587893575,0.0042,59.00117094,5.682189089,0.515847151,-1.2,-0.021294471,0.65531661,1.537159195,0,0,3.044522438,8.517193191,0.048867522,0.0099641,5.34E-05,0.01551297,0,17.59079625,0.270345528,0.185240555,0.036755453,0.056501085,0,,0.8586,0.5,0.1414,0.3586,0.999999951,0.040215508,0.00012433,0.152026013,2.771266204,0.551146526,0,0.011730827,1.067603626,0.78263411,churn.csv
0.917335371,0.977600174,0.866329976,0.748438281,0.880974806,0.01464255,289.3717571,50.90962514,7.355914011,0.065214732,0.434670149,8.898900401,13.47984214,299.5,485.6755604,2.833213344,7.057036982,0.440615247,0.003044439,6.75E-07,0.026080576,512,0.286222631,0.265597552,0.003915827,0.000983326,0.02288609,4,mean,0.700258398,0.5,0.299741602,0.200258398,0.989443842,0.552053278,0.003929418,0.345851818,5.815258975,1.640818782,0.349023803,0.439351776,2.623688853,1.602599773,colleges_aaup.csv
0.915625457,0.976745858,0.877589218,0.762254001,0.880974806,0.01464255,288.8361764,50.90962514,7.358556425,0.066942934,0.446307538,8.898900401,13.47850796,299.5,485.6755604,2.833213344,7.057036982,0.440615247,0.003050085,6.75E-07,0.026114523,512,0.283796914,0.265597552,0.003915689,0.000983326,0.022884597,4,median,0.700258398,0.5,0.299741602,0.200258398,0.989443842,0.553936826,0.001540525,0.347018718,5.815258975,1.645736317,0.353653553,0.442663447,2.623688853,1.59936016,colleges_aaup.csv
0.917253553,0.979294968,0.869978472,0.68543395,0.880974806,0.01464255,289.449237,50.90962514,7.343912563,0.067339666,0.387048234,8.898900401,13.48590086,299.5,485.6755604,2.833213344,7.057036982,0.440615247,0.003043625,6.75E-07,0.026089434,512,0.287216357,0.267503181,0.003917803,0.000983326,0.022908836,4,mode,0.700258398,0.5,0.299741602,0.200258398,0.989443842,0.553123081,0.003749337,0.346098224,5.815258975,1.643474572,0.364736726,0.431067266,2.623688853,1.601314414,colleges_aaup.csv
0.630134736,0.738235993,0.607368815,0.660819734,1.218444356,0.0006365,296.9676898,1251.183253,121.4443522,-1.565864169,0.093530407,48.6009861,302.9954727,0,0,3.761200116,11.12072696,0.021057671,0.004102953,0.000140501,0.005759664,0,9.330307497,0.098467136,0.042384762,0.000917823,0.033920835,0,,0.658303359,0.333333333,0.09546013,0.237890055,0.56093868,0.081704288,0.000363052,0.097961234,33.62631084,6.419837288,0.075931383,1.239245325,6.877550283,8.415207891,connect-4.csv
